year,sex,age,suicides/100k pop,HDI for year,gdp_per_capita ($),generation
2011,female,5-14 years,0,0.775,8137,Generation Z
2012,male,75+ years,61.19,0.778,7745,Silent
2012,male,55-74 years,29.44,0.778,7745,Boomers
2012,male,35-54 years,17.2,0.778,7745,Generation X
2012,female,75+ years,16.11,0.778,7745,Silent
2012,male,25-34 years,11.91,0.778,7745,Millenials
2012,male,15-24 years,10.75,0.778,7745,Millenials
2012,female,55-74 years,6.5,0.778,7745,Boomers
2012,female,35-54 years,4.54,0.778,7745,Generation X
2012,female,15-24 years,3.54,0.778,7745,Millenials
2012,female,25-34 years,2.69,0.778,7745,Millenials
2012,male,5-14 years,0.3,0.778,7745,Generation Z
2012,female,5-14 years,0,0.778,7745,Generation Z
2013,male,75+ years,49.52,0.779,8057,Silent
2013,male,55-74 years,24.91,0.779,8057,Boomers
2013,male,35-54 years,15.58,0.779,8057,Generation X
2013,female,75+ years,12.35,0.779,8057,Silent
2013,male,25-34 years,10.88,0.779,8057,Millenials
2013,male,15-24 years,8.04,0.779,8057,Millenials
2013,female,55-74 years,4.09,0.779,8057,Boomers
2013,female,35-54 years,4.05,0.779,8057,Generation X
2013,female,25-34 years,2.52,0.779,8057,Millenials
2013,female,15-24 years,1.6,0.779,8057,Millenials
2013,female,5-14 years,0.32,0.779,8057,Generation Z
2013,male,5-14 years,0.3,0.779,8057,Generation Z
2014,male,75+ years,52.83,0.782,8241,Silent
2014,male,55-74 years,23.27,0.782,8241,Boomers
2014,female,75+ years,17.52,0.782,8241,Silent
2014,male,35-54 years,14.82,0.782,8241,Generation X
2014,male,25-34 years,9.24,0.782,8241,Millenials
2014,male,15-24 years,8.71,0.782,8241,Millenials
2014,female,55-74 years,5.37,0.782,8241,Boomers
2014,female,35-54 years,3.27,0.782,8241,Generation X
2014,female,25-34 years,2.75,0.782,8241,Millenials
2014,female,15-24 years,1.4,0.782,8241,Millenials
2014,male,5-14 years,0.59,0.782,8241,Generation Z
2014,female,5-14 years,0,0.782,8241,Generation Z
2011,male,75+ years,40.37,0.793665815,4124,Silent
2011,male,35-54 years,38.24,0.793665815,4124,Generation X
2011,male,25-34 years,18.62,0.793665815,4124,Millenials
2011,female,55-74 years,10.06,0.793665815,4124,Boomers
2011,male,15-24 years,8.71,0.793665815,4124,Millenials
2011,male,55-74 years,6.74,0.793665815,4124,Boomers
2011,male,5-14 years,5.24,0.793665815,4124,Generation Z
2011,female,35-54 years,4.08,0.793665815,4124,Generation X
2011,female,15-24 years,1.78,0.793665815,4124,Millenials
2011,female,25-34 years,0,0.793665815,4124,Millenials
2011,female,5-14 years,0,0.793665815,4124,Generation Z
2011,female,75+ years,0,0.793665815,4124,Silent
1985,male,75+ years,28.45,0.827,15522,G.I. Generation
1985,male,55-74 years,27.27,0.827,15522,G.I. Generation
1985,male,25-34 years,27,0.827,15522,Boomers
1985,male,35-54 years,25.4,0.827,15522,Silent
1985,male,15-24 years,25.17,0.827,15522,Generation X
1985,female,35-54 years,8.43,0.827,15522,Silent
1985,female,55-74 years,7.93,0.827,15522,G.I. Generation
1985,female,25-34 years,6.56,0.827,15522,Boomers
1985,female,75+ years,5.29,0.827,15522,G.I. Generation
1985,female,15-24 years,3.97,0.827,15522,Generation X
1985,male,5-14 years,0.7,0.827,15522,Generation X
1985,female,5-14 years,0.29,0.827,15522,Generation X
1986,male,75+ years,36.26,0.793665815,16062,G.I. Generation
1986,male,25-34 years,31.97,0.793665815,16062,Boomers
1986,male,35-54 years,28.34,0.793665815,16062,Silent
1986,male,55-74 years,27.91,0.793665815,16062,G.I. Generation
1986,male,15-24 years,26.93,0.793665815,16062,Generation X
1986,female,35-54 years,9.94,0.793665815,16062,Silent
1986,female,55-74 years,9.03,0.793665815,16062,G.I. Generation
1986,female,25-34 years,7.55,0.793665815,16062,Boomers
1986,female,75+ years,5.51,0.793665815,16062,G.I. Generation
1986,female,15-24 years,5.29,0.793665815,16062,Generation X
1986,male,5-14 years,1.09,0.793665815,16062,Generation X
1986,female,5-14 years,0.29,0.793665815,16062,Generation X
1987,male,25-34 years,30.95,0.793665815,18124,Boomers
1987,male,75+ years,28.63,0.793665815,18124,G.I. Generation
1987,male,55-74 years,28.2,0.793665815,18124,G.I. Generation
1987,male,35-54 years,27.49,0.793665815,18124,Silent
1987,male,15-24 years,25.52,0.793665815,18124,Generation X
1987,female,35-54 years,9.38,0.793665815,18124,Silent
1987,female,55-74 years,7.96,0.793665815,18124,G.I. Generation
1987,female,25-34 years,7.68,0.793665815,18124,Boomers
1987,female,75+ years,6.92,0.793665815,18124,G.I. Generation
1987,female,15-24 years,4.95,0.793665815,18124,Generation X
1987,male,5-14 years,1.36,0.793665815,18124,Generation X
1987,female,5-14 years,0.29,0.793665815,18124,Generation X
1988,male,75+ years,30.6,0.793665815,21069,G.I. Generation
1988,male,25-34 years,29.19,0.793665815,21069,Boomers
1988,male,55-74 years,27.27,0.793665815,21069,G.I. Generation
1988,male,15-24 years,26.89,0.793665815,21069,Generation X
1988,male,35-54 years,25.31,0.793665815,21069,Silent
1988,female,35-54 years,9.83,0.793665815,21069,Silent
1988,female,25-34 years,7.15,0.793665815,21069,Boomers
1988,female,55-74 years,6.53,0.793665815,21069,G.I. Generation
1988,female,75+ years,6.21,0.793665815,21069,G.I. Generation
1988,female,15-24 years,4.88,0.793665815,21069,Generation X
1988,male,5-14 years,1.29,0.793665815,21069,Generation X
1988,female,5-14 years,0.23,0.793665815,21069,Generation X
1989,male,75+ years,29.46,0.793665815,23188,G.I. Generation
1989,male,25-34 years,28.31,0.793665815,23188,Boomers
1989,male,15-24 years,26.44,0.793665815,23188,Generation X
1989,male,55-74 years,25.75,0.793665815,23188,G.I. Generation
1989,male,35-54 years,25.25,0.793665815,23188,Silent
1989,female,35-54 years,9.51,0.793665815,23188,Silent
1989,female,55-74 years,7.42,0.793665815,23188,G.I. Generation
1989,female,25-34 years,7.34,0.793665815,23188,Boomers
1989,female,75+ years,5.4,0.793665815,23188,G.I. Generation
1989,female,15-24 years,4.74,0.793665815,23188,Generation X
1989,male,5-14 years,1.02,0.793665815,23188,Generation X
1989,female,5-14 years,0.34,0.793665815,23188,Generation X
1990,male,75+ years,32.42,0.849,24041,G.I. Generation
1990,male,25-34 years,29.63,0.849,24041,Boomers
1990,male,35-54 years,25.38,0.849,24041,Silent
1990,male,15-24 years,24.56,0.849,24041,Generation X
1990,male,55-74 years,21.83,0.849,24041,G.I. Generation
1990,female,35-54 years,8.36,0.849,24041,Silent
1990,female,25-34 years,6.45,0.849,24041,Boomers
1990,female,55-74 years,5.64,0.849,24041,G.I. Generation
1990,female,15-24 years,4.98,0.849,24041,Generation X
1990,female,75+ years,4.16,0.849,24041,G.I. Generation
1990,male,5-14 years,1.22,0.849,24041,Generation X
1990,female,5-14 years,0.39,0.849,24041,Generation X
1991,male,25-34 years,29.46,0.793665815,24038,Boomers
1991,male,75+ years,29.02,0.793665815,24038,G.I. Generation
1991,male,15-24 years,27.73,0.793665815,24038,Generation X
1991,male,35-54 years,26.59,0.793665815,24038,Boomers
1991,male,55-74 years,24.12,0.793665815,24038,Silent
1991,female,35-54 years,7.38,0.793665815,24038,Boomers
1991,female,25-34 years,7.24,0.793665815,24038,Boomers
1991,female,55-74 years,6.8,0.793665815,24038,Silent
1991,female,15-24 years,4.03,0.793665815,24038,Generation X
1991,female,75+ years,3.89,0.793665815,24038,G.I. Generation
1991,male,5-14 years,1.03,0.793665815,24038,Millenials
1991,female,5-14 years,0.49,0.793665815,24038,Millenials
1992,male,25-34 years,28.85,0.793665815,22393,Boomers
1992,male,75+ years,27.21,0.793665815,22393,G.I. Generation
1992,male,35-54 years,26.22,0.793665815,22393,Boomers
1992,male,15-24 years,24.68,0.793665815,22393,Generation X
1992,male,55-74 years,23.81,0.793665815,22393,Silent
1992,female,35-54 years,8.37,0.793665815,22393,Boomers
1992,female,55-74 years,6.31,0.793665815,22393,Silent
1992,female,25-34 years,6.2,0.793665815,22393,Boomers
1992,female,15-24 years,6.04,0.793665815,22393,Generation X
1992,female,75+ years,4.19,0.793665815,22393,G.I. Generation
1992,male,5-14 years,1.3,0.793665815,22393,Millenials
1992,female,5-14 years,0.42,0.793665815,22393,Millenials
1993,male,35-54 years,28.17,0.793665815,21421,Boomers
1993,male,25-34 years,28.07,0.793665815,21421,Boomers
1993,male,75+ years,26.88,0.793665815,21421,G.I. Generation
1993,male,15-24 years,23.75,0.793665815,21421,Generation X
1993,male,55-74 years,23.45,0.793665815,21421,Silent
1993,female,35-54 years,8.25,0.793665815,21421,Boomers
1993,female,75+ years,6.41,0.793665815,21421,G.I. Generation
1993,female,55-74 years,6.22,0.793665815,21421,Silent
1993,female,25-34 years,5.84,0.793665815,21421,Boomers
1993,female,15-24 years,4.7,0.793665815,21421,Generation X
1993,male,5-14 years,1.34,0.793665815,21421,Millenials
1993,female,5-14 years,0.94,0.793665815,21421,Millenials
1994,male,75+ years,30.33,0.793665815,21219,G.I. Generation
1994,male,35-54 years,27.53,0.793665815,21219,Boomers
1994,male,25-34 years,25.21,0.793665815,21219,Boomers
1994,male,15-24 years,24.7,0.793665815,21219,Generation X
1994,male,55-74 years,22.13,0.793665815,21219,Silent
1994,female,35-54 years,8.18,0.793665815,21219,Boomers
1994,female,55-74 years,6.39,0.793665815,21219,Silent
1994,female,25-34 years,5.49,0.793665815,21219,Boomers
1994,female,15-24 years,5.32,0.793665815,21219,Generation X
1994,female,75+ years,4.18,0.793665815,21219,G.I. Generation
1994,male,5-14 years,1.83,0.793665815,21219,Millenials
1994,female,5-14 years,0.62,0.793665815,21219,Millenials
1995,male,25-34 years,29.89,0.861,21871,Generation X
1995,male,35-54 years,29.29,0.861,21871,Boomers
1995,male,75+ years,26.55,0.861,21871,G.I. Generation
1995,male,15-24 years,24.72,0.861,21871,Generation X
1995,male,55-74 years,21.56,0.861,21871,Silent
1995,female,35-54 years,8.47,0.861,21871,Boomers
1995,female,55-74 years,6.53,0.861,21871,Silent
1995,female,25-34 years,5.8,0.861,21871,Generation X
1995,female,15-24 years,4.87,0.861,21871,Generation X
1995,female,75+ years,3.69,0.861,21871,G.I. Generation
1995,male,5-14 years,1.08,0.861,21871,Millenials
1995,female,5-14 years,1.07,0.861,21871,Millenials
1996,male,75+ years,29.15,0.793665815,22686,G.I. Generation
1996,male,35-54 years,28.98,0.793665815,22686,Boomers
1996,male,25-34 years,26.25,0.793665815,22686,Generation X
1996,male,15-24 years,23.8,0.793665815,22686,Generation X
1996,male,55-74 years,22.87,0.793665815,22686,Silent
1996,female,35-54 years,9.87,0.793665815,22686,Boomers
1996,female,55-74 years,5.96,0.793665815,22686,Silent
1996,female,25-34 years,5.84,0.793665815,22686,Generation X
1996,female,15-24 years,4.63,0.793665815,22686,Generation X
1996,female,75+ years,3.53,0.793665815,22686,G.I. Generation
1996,male,5-14 years,1.55,0.793665815,22686,Millenials
1996,female,5-14 years,0.46,0.793665815,22686,Millenials
1997,male,35-54 years,27.18,0.793665815,23245,Boomers
1997,male,75+ years,26.98,0.793665815,23245,G.I. Generation
1997,male,25-34 years,22.67,0.793665815,23245,Generation X
1997,male,15-24 years,22.35,0.793665815,23245,Generation X
1997,male,55-74 years,21.78,0.793665815,23245,Silent
1997,female,35-54 years,7.87,0.793665815,23245,Boomers
1997,female,25-34 years,5.89,0.793665815,23245,Generation X
1997,female,55-74 years,5.36,0.793665815,23245,Silent
1997,female,15-24 years,4.54,0.793665815,23245,Generation X
1997,female,75+ years,4.33,0.793665815,23245,G.I. Generation
1997,male,5-14 years,1.87,0.793665815,23245,Millenials
1997,female,5-14 years,0.61,0.793665815,23245,Millenials
1998,male,35-54 years,26.44,0.793665815,22268,Boomers
1998,male,25-34 years,24.68,0.793665815,22268,Generation X
1998,male,75+ years,24.54,0.793665815,22268,G.I. Generation
1998,male,15-24 years,21.86,0.793665815,22268,Generation X
1998,male,55-74 years,21.66,0.793665815,22268,Silent
1998,female,35-54 years,7.36,0.793665815,22268,Boomers
1998,female,25-34 years,5.91,0.793665815,22268,Generation X
1998,female,15-24 years,5.27,0.793665815,22268,Generation X
1998,female,55-74 years,5.19,0.793665815,22268,Silent
1998,female,75+ years,4.98,0.793665815,22268,G.I. Generation
1998,male,5-14 years,1.43,0.793665815,22268,Millenials
1998,female,5-14 years,0.8,0.793665815,22268,Millenials
1999,male,35-54 years,30.4,0.793665815,23572,Boomers
1999,male,25-34 years,27.24,0.793665815,23572,Generation X
1999,male,75+ years,24.96,0.793665815,23572,G.I. Generation
1999,male,55-74 years,22.21,0.793665815,23572,Silent
1999,male,15-24 years,22.15,0.793665815,23572,Generation X
1999,female,35-54 years,9.18,0.793665815,23572,Boomers
1999,female,55-74 years,5.83,0.793665815,23572,Silent
1999,female,25-34 years,5.35,0.793665815,23572,Generation X
1999,female,75+ years,5.11,0.793665815,23572,G.I. Generation
1999,female,15-24 years,4.47,0.793665815,23572,Generation X
1999,male,5-14 years,1.19,0.793665815,23572,Millenials
1999,female,5-14 years,0.35,0.793665815,23572,Millenials
2000,male,35-54 years,25.91,0.867,25589,Boomers
2000,male,75+ years,22.66,0.867,25589,G.I. Generation
2000,male,25-34 years,21.74,0.867,25589,Generation X
2000,male,15-24 years,20.18,0.867,25589,Generation X
2000,male,55-74 years,19.03,0.867,25589,Silent
2000,female,35-54 years,8.14,0.867,25589,Boomers
2000,female,15-24 years,5.51,0.867,25589,Generation X
2000,female,25-34 years,5.46,0.867,25589,Generation X
2000,female,55-74 years,5.34,0.867,25589,Silent
2000,female,75+ years,2.8,0.867,25589,G.I. Generation
2000,male,5-14 years,1.38,0.867,25589,Millenials
2000,female,5-14 years,0.85,0.867,25589,Millenials
2001,male,35-54 years,27.53,0.793665815,25165,Boomers
2001,male,25-34 years,22.91,0.793665815,25165,Generation X
2001,male,75+ years,19.67,0.793665815,25165,Silent
2001,male,55-74 years,19.56,0.793665815,25165,Silent
2001,male,15-24 years,18.36,0.793665815,25165,Millenials
2001,female,35-54 years,8.01,0.793665815,25165,Boomers
2001,female,55-74 years,6.15,0.793665815,25165,Silent
2001,female,25-34 years,5.35,0.793665815,25165,Generation X
2001,female,15-24 years,5.1,0.793665815,25165,Millenials
2001,female,75+ years,3.47,0.793665815,25165,Silent
2001,male,5-14 years,0.67,0.793665815,25165,Millenials
2001,female,5-14 years,0.65,0.793665815,25165,Millenials
2002,male,35-54 years,26.22,0.793665815,25570,Boomers
2002,male,75+ years,23.71,0.793665815,25570,Silent
2002,male,25-34 years,21.24,0.793665815,25570,Generation X
2002,male,55-74 years,20.66,0.793665815,25570,Silent
2002,male,15-24 years,17.51,0.793665815,25570,Millenials
2002,female,35-54 years,7.51,0.793665815,25570,Boomers
2002,female,25-34 years,5.79,0.793665815,25570,Generation X
2002,female,55-74 years,5.54,0.793665815,25570,Silent
2002,female,15-24 years,5.18,0.793665815,25570,Millenials
2002,female,75+ years,2.66,0.793665815,25570,Silent
2002,male,5-14 years,0.86,0.793665815,25570,Millenials
2002,female,5-14 years,0.85,0.793665815,25570,Millenials
2003,male,35-54 years,26.6,0.793665815,29787,Boomers
2003,male,55-74 years,22.03,0.793665815,29787,Silent
2003,male,75+ years,21,0.793665815,29787,Silent
2003,male,25-34 years,19.32,0.793665815,29787,Generation X
2003,male,15-24 years,18.5,0.793665815,29787,Millenials
2003,female,35-54 years,8.84,0.793665815,29787,Boomers
2003,female,15-24 years,5.37,0.793665815,29787,Millenials
2003,female,25-34 years,5.3,0.793665815,29787,Generation X
2003,female,55-74 years,5.19,0.793665815,29787,Silent
2003,female,75+ years,3.81,0.793665815,29787,Silent
2003,male,5-14 years,0.91,0.793665815,29787,Millenials
2003,female,5-14 years,0.4,0.793665815,29787,Millenials
2004,male,35-54 years,24.28,0.793665815,33787,Boomers
2004,male,25-34 years,21.48,0.793665815,33787,Generation X
2004,male,75+ years,20.68,0.793665815,33787,Silent
2004,male,55-74 years,18.26,0.793665815,33787,Silent
2004,male,15-24 years,16.99,0.793665815,33787,Millenials
2004,female,35-54 years,8.58,0.793665815,33787,Boomers
2004,female,55-74 years,6.29,0.793665815,33787,Silent
2004,female,25-34 years,5.25,0.793665815,33787,Generation X
2004,female,15-24 years,4.75,0.793665815,33787,Millenials
2004,female,75+ years,3.72,0.793665815,33787,Silent
2004,male,5-14 years,0.82,0.793665815,33787,Millenials
2004,female,5-14 years,0.56,0.793665815,33787,Millenials
2005,male,35-54 years,26.72,0.892,38218,Boomers
2005,male,75+ years,21.37,0.892,38218,Silent
2005,male,55-74 years,19.23,0.892,38218,Silent
2005,male,25-34 years,18.56,0.892,38218,Generation X
2005,male,15-24 years,16.8,0.892,38218,Millenials
2005,female,35-54 years,8.33,0.892,38218,Boomers
2005,female,15-24 years,6.11,0.892,38218,Millenials
2005,female,55-74 years,5.33,0.892,38218,Silent
2005,female,75+ years,4.79,0.892,38218,Silent
2005,female,25-34 years,4.39,0.892,38218,Generation X
2005,female,5-14 years,1.28,0.892,38218,Millenials
2005,male,5-14 years,0.93,0.892,38218,Millenials
2006,male,35-54 years,23.8,0.793665815,42566,Boomers
2006,male,75+ years,23.31,0.793665815,42566,Silent
2006,male,55-74 years,20.58,0.793665815,42566,Silent
2006,male,25-34 years,16.3,0.793665815,42566,Generation X
2006,male,15-24 years,14.47,0.793665815,42566,Millenials
2006,female,35-54 years,7.21,0.793665815,42566,Boomers
2006,female,55-74 years,6.09,0.793665815,42566,Silent
2006,female,25-34 years,5.42,0.793665815,42566,Generation X
2006,female,15-24 years,3.95,0.793665815,42566,Millenials
2006,female,75+ years,3.71,0.793665815,42566,Silent
2006,female,5-14 years,0.94,0.793665815,42566,Millenials
2006,male,5-14 years,0.65,0.793665815,42566,Millenials
2007,male,35-54 years,24.17,0.793665815,46890,Boomers
2007,male,75+ years,21.86,0.793665815,46890,Silent
2007,male,25-34 years,17.95,0.793665815,46890,Generation X
2007,male,55-74 years,17.93,0.793665815,46890,Silent
2007,male,15-24 years,15.49,0.793665815,46890,Millenials
2007,female,35-54 years,7.95,0.793665815,46890,Boomers
2007,female,55-74 years,5.93,0.793665815,46890,Silent
2007,female,15-24 years,5.26,0.793665815,46890,Millenials
2007,female,25-34 years,5.11,0.793665815,46890,Generation X
2007,female,75+ years,4.1,0.793665815,46890,Silent
2007,male,5-14 years,0.91,0.793665815,46890,Generation Z
2007,female,5-14 years,0.79,0.793665815,46890,Generation Z
2008,male,35-54 years,24.44,0.793665815,49041,Boomers
2008,male,75+ years,22.16,0.793665815,49041,Silent
2008,male,55-74 years,18.96,0.793665815,49041,Silent
2008,male,25-34 years,17.28,0.793665815,49041,Generation X
2008,male,15-24 years,14.69,0.793665815,49041,Millenials
2008,female,35-54 years,8.2,0.793665815,49041,Boomers
2008,female,55-74 years,7.05,0.793665815,49041,Silent
2008,female,15-24 years,5.34,0.793665815,49041,Millenials
2008,female,25-34 years,5.24,0.793665815,49041,Generation X
2008,female,75+ years,2.93,0.793665815,49041,Silent
2008,male,5-14 years,0.82,0.793665815,49041,Generation Z
2008,female,5-14 years,0.48,0.793665815,49041,Generation Z
2009,male,35-54 years,26.11,0.793665815,42933,Boomers
2009,male,55-74 years,21.14,0.793665815,42933,Silent
2009,male,75+ years,20.38,0.793665815,42933,Silent
2009,male,25-34 years,18.79,0.793665815,42933,Generation X
2009,male,15-24 years,14.82,0.793665815,42933,Millenials
2009,female,35-54 years,7.97,0.793665815,42933,Boomers
2009,female,15-24 years,5.81,0.793665815,42933,Millenials
2009,female,55-74 years,5.66,0.793665815,42933,Silent
2009,female,25-34 years,5.19,0.793665815,42933,Generation X
2009,female,75+ years,3.48,0.793665815,42933,Silent
2009,male,5-14 years,0.67,0.793665815,42933,Generation Z
2009,female,5-14 years,0.65,0.793665815,42933,Generation Z
2010,male,35-54 years,25.39,0.903,49974,Generation X
2010,male,75+ years,21.79,0.903,49974,Silent
2010,male,55-74 years,20.7,0.903,49974,Silent
2010,male,25-34 years,17.28,0.903,49974,Generation X
2010,male,15-24 years,15.73,0.903,49974,Millenials
2010,female,35-54 years,7.97,0.903,49974,Generation X
2010,female,55-74 years,6.75,0.903,49974,Silent
2010,female,25-34 years,6.59,0.903,49974,Generation X
2010,female,15-24 years,5.13,0.903,49974,Millenials
2010,female,75+ years,3.64,0.903,49974,Silent
2010,male,5-14 years,0.99,0.903,49974,Generation Z
2010,female,5-14 years,0.71,0.903,49974,Generation Z
2011,male,35-54 years,22.21,0.909,54841,Generation X
2011,male,55-74 years,19.77,0.909,54841,Boomers
2011,male,75+ years,19.5,0.909,54841,Silent
2011,male,25-34 years,17.08,0.909,54841,Millenials
2011,male,15-24 years,15.45,0.909,54841,Millenials
2011,female,35-54 years,7.75,0.909,54841,Generation X
2011,female,15-24 years,6,0.909,54841,Millenials
2011,female,55-74 years,5.92,0.909,54841,Boomers
2011,female,25-34 years,5.65,0.909,54841,Millenials
2011,female,75+ years,4.02,0.909,54841,Silent
2011,female,5-14 years,0.99,0.909,54841,Generation Z
2011,male,5-14 years,0.68,0.909,54841,Generation Z
2012,male,35-54 years,23.83,0.91,55347,Generation X
2012,male,55-74 years,21.47,0.91,55347,Boomers
2012,male,75+ years,18.61,0.91,55347,Silent
2012,male,25-34 years,17.23,0.91,55347,Millenials
2012,male,15-24 years,16.15,0.91,55347,Millenials
2012,female,35-54 years,7.67,0.91,55347,Generation X
2012,female,55-74 years,6.42,0.91,55347,Boomers
2012,female,15-24 years,6.07,0.91,55347,Millenials
2012,female,25-34 years,5.37,0.91,55347,Millenials
2012,female,75+ years,3.24,0.91,55347,Silent
2012,female,5-14 years,0.94,0.91,55347,Generation Z
2012,male,5-14 years,0.88,0.91,55347,Generation Z
2013,male,35-54 years,24.72,0.912,55310,Generation X
2013,male,75+ years,23.31,0.912,55310,Silent
2013,male,55-74 years,21.8,0.912,55310,Boomers
2013,male,25-34 years,17.87,0.912,55310,Millenials
2013,male,15-24 years,12.7,0.912,55310,Millenials
2013,female,35-54 years,7.99,0.912,55310,Generation X
2013,female,55-74 years,6.56,0.912,55310,Boomers
2013,female,15-24 years,6.1,0.912,55310,Millenials
2013,female,25-34 years,5.55,0.912,55310,Millenials
2013,female,75+ years,4.61,0.912,55310,Silent
2013,female,5-14 years,1.1,0.912,55310,Generation Z
2013,male,5-14 years,0.78,0.912,55310,Generation Z
1985,male,75+ years,38.81,0.654,1658,G.I. Generation
1985,male,55-74 years,18.59,0.654,1658,G.I. Generation
1985,male,35-54 years,14.48,0.654,1658,Silent
1985,male,25-34 years,12.67,0.654,1658,Boomers
1985,male,15-24 years,10.73,0.654,1658,Generation X
1985,female,55-74 years,3.31,0.654,1658,G.I. Generation
1985,female,35-54 years,3.19,0.654,1658,Silent
1985,female,15-24 years,2.22,0.654,1658,Generation X
1985,female,75+ years,2.12,0.654,1658,G.I. Generation
1985,female,25-34 years,1.98,0.654,1658,Boomers
1985,male,5-14 years,0.73,0.654,1658,Generation X
1985,female,5-14 years,0.08,0.654,1658,Generation X
1986,male,75+ years,22.98,0.793665815,1728,G.I. Generation
1986,male,55-74 years,21.09,0.793665815,1728,G.I. Generation
1986,male,35-54 years,12.61,0.793665815,1728,Silent
1986,male,25-34 years,12.1,0.793665815,1728,Boomers
1986,male,15-24 years,8.56,0.793665815,1728,Generation X
1986,female,15-24 years,3,0.793665815,1728,Generation X
1986,female,35-54 years,2.83,0.793665815,1728,Silent
1986,female,25-34 years,2.55,0.793665815,1728,Boomers
1986,female,55-74 years,2.28,0.793665815,1728,G.I. Generation
1986,female,75+ years,2.03,0.793665815,1728,G.I. Generation
1986,male,5-14 years,0.57,0.793665815,1728,Generation X
1986,female,5-14 years,0.34,0.793665815,1728,Generation X
1987,male,55-74 years,21.28,0.793665815,1985,G.I. Generation
1987,male,75+ years,20.28,0.793665815,1985,G.I. Generation
1987,male,25-34 years,13.99,0.793665815,1985,Boomers
1987,male,35-54 years,12.61,0.793665815,1985,Silent
1987,male,15-24 years,8.97,0.793665815,1985,Generation X
1987,female,55-74 years,3.41,0.793665815,1985,G.I. Generation
1987,female,15-24 years,3,0.793665815,1985,Generation X
1987,female,25-34 years,2.78,0.793665815,1985,Boomers
1987,female,35-54 years,2.54,0.793665815,1985,Silent
1987,male,5-14 years,0.48,0.793665815,1985,Generation X
1987,female,5-14 years,0.08,0.793665815,1985,Generation X
1987,female,75+ years,0,0.793665815,1985,G.I. Generation
1988,male,75+ years,27.36,0.793665815,2303,G.I. Generation
1988,male,55-74 years,17.84,0.793665815,2303,G.I. Generation
1988,male,25-34 years,14.61,0.793665815,2303,Boomers
1988,male,35-54 years,13.6,0.793665815,2303,Silent
1988,male,15-24 years,8.9,0.793665815,2303,Generation X
1988,female,15-24 years,3.08,0.793665815,2303,Generation X
1988,female,55-74 years,2.73,0.793665815,2303,G.I. Generation
1988,female,35-54 years,2.41,0.793665815,2303,Silent
1988,female,75+ years,1.74,0.793665815,2303,G.I. Generation
1988,female,25-34 years,1.74,0.793665815,2303,Boomers
1988,female,5-14 years,0.49,0.793665815,2303,Generation X
1988,male,5-14 years,0.4,0.793665815,2303,Generation X
1989,male,75+ years,32.08,0.793665815,2599,G.I. Generation
1989,male,55-74 years,18.83,0.793665815,2599,G.I. Generation
1989,male,25-34 years,14.43,0.793665815,2599,Boomers
1989,male,35-54 years,12.94,0.793665815,2599,Silent
1989,male,15-24 years,11.16,0.793665815,2599,Generation X
1989,female,35-54 years,2.41,0.793665815,2599,Silent
1989,female,15-24 years,2.12,0.793665815,2599,Generation X
1989,female,25-34 years,2.06,0.793665815,2599,Boomers
1989,female,75+ years,1.71,0.793665815,2599,G.I. Generation
1989,female,55-74 years,1.68,0.793665815,2599,G.I. Generation
1989,male,5-14 years,0.86,0.793665815,2599,Generation X
1989,female,5-14 years,0.16,0.793665815,2599,Generation X
1990,male,55-74 years,23.85,0.699,2828,G.I. Generation
1990,male,75+ years,19.64,0.699,2828,G.I. Generation
1990,male,35-54 years,13.13,0.699,2828,Silent
1990,male,25-34 years,12.68,0.699,2828,Boomers
1990,male,15-24 years,10.67,0.699,2828,Generation X
1990,female,55-74 years,2.6,0.699,2828,G.I. Generation
1990,female,35-54 years,2.4,0.699,2828,Silent
1990,female,25-34 years,2.32,0.699,2828,Boomers
1990,female,15-24 years,1.87,0.699,2828,Generation X
1990,female,75+ years,1.75,0.699,2828,G.I. Generation
1990,male,5-14 years,0.71,0.699,2828,Generation X
1990,female,5-14 years,0.24,0.699,2828,Generation X
1991,male,75+ years,27.56,0.793665815,3187,G.I. Generation
1991,male,55-74 years,17.98,0.793665815,3187,Silent
1991,male,35-54 years,15.81,0.793665815,3187,Boomers
1991,male,25-34 years,12.14,0.793665815,3187,Boomers
1991,male,15-24 years,11.42,0.793665815,3187,Generation X
1991,female,35-54 years,2.89,0.793665815,3187,Boomers
1991,female,15-24 years,2.79,0.793665815,3187,Generation X
1991,female,75+ years,2.68,0.793665815,3187,G.I. Generation
1991,female,25-34 years,2.48,0.793665815,3187,Boomers
1991,female,55-74 years,2.13,0.793665815,3187,Silent
1991,female,5-14 years,0.56,0.793665815,3187,Millenials
1991,male,5-14 years,0.39,0.793665815,3187,Millenials
1992,male,75+ years,21.19,0.793665815,3791,G.I. Generation
1992,male,55-74 years,16.41,0.793665815,3791,Silent
1992,male,25-34 years,13.38,0.793665815,3791,Boomers
1992,male,35-54 years,11.85,0.793665815,3791,Boomers
1992,male,15-24 years,7.55,0.793665815,3791,Generation X
1992,female,15-24 years,2.38,0.793665815,3791,Generation X
1992,female,25-34 years,2.07,0.793665815,3791,Boomers
1992,female,35-54 years,1.79,0.793665815,3791,Boomers
1992,female,55-74 years,1.56,0.793665815,3791,Silent
1992,male,5-14 years,0.46,0.793665815,3791,Millenials
1992,female,5-14 years,0.24,0.793665815,3791,Millenials
