suicides/100k pop,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,thinness 5-9 years,Income composition of resources,Schooling,HDI for year,gdp_per_capita ($)
0.48,developed,81.4,66,0,12.32,8350.193523,98,117,57.1,0,98,11.21,98,0.1,51322.63997,2.0,0.892,15.9,1.505553365,1.884915737
0.0,developed,81.4,66,0,12.32,8350.193523,98,117,57.1,0,98,11.21,98,0.1,51322.63997,2.0,0.892,15.9,1.505553365,1.884915737
86.48,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
33.46,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
24.73,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
14.85,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
13.31,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
12.02,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
10.41,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
7.35,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
4.49,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
4.03,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
0.75,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
0.24,developed,81.1,68,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,2.0,0.887,15.7,1.489069357,1.831022904
75.59,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
34.08,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
25.81,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
17.9,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
17.66,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
12.7,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
10.29,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
6.78,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
3.65,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
1.21,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
0.71,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
0.25,developed,88.0,7,0,12.26,7878.372355,92,36,56.1,0,92,11.17,92,0.1,48333.57273,2.0,0.884,15.7,1.489069357,1.715428171
79.93,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
32.25,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
26.0,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
17.76,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
13.45,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
12.93,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
11.99,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
7.37,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
4.62,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
4.24,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
0.7,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
0.25,developed,88.0,73,0,12.04,8272.306757,89,68,55.7,0,89,1.94,89,0.1,51126.74139,2.0,0.88,15.7,1.439617336,1.866677457
74.87,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
34.24,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
25.07,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
17.55,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
15.65,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
14.38,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
9.75,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
7.9,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
4.64,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
2.8,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
0.46,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
0.24,developed,84.0,75,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.9,0.872,15.4,1.406649322,1.623055135
79.3,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
33.87,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
25.59,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
18.24,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
15.79,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
13.85,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
11.34,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
7.83,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
3.34,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
2.19,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
1.2,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
0.68,developed,82.0,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,1.9,0.87,15.3,1.83e-15,1.683421273
86.55,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
34.01,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
26.24,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
16.72,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
15.85,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
11.37,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
9.15,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
8.71,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
3.59,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
3.34,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
0.47,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
0.45,developed,84.0,76,0,12.0,8329.731655,83,448,54.2,0,83,1.6,83,0.1,51386.37665,1.9,0.864,15.1,1.83e-15,1.885737744
75.46,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
34.1,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
25.63,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
18.65,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
18.24,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
17.96,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
12.31,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
6.89,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
4.63,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
3.0,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
0.44,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
0.0,developed,81.0,8,0,12.5,7453.8644,85,20,53.7,0,85,1.4,85,0.1,46586.6525,1.9,0.86,15.2,1.83e-15,1.624956026
78.38,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
33.61,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
29.81,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
19.03,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
18.88,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
14.88,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
10.38,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
7.19,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
3.32,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
3.2,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
0.22,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
0.0,developed,79.8,81,0,12.4,69.92899358,83,23,53.2,0,83,1.35,83,0.1,443.99361,1.9,0.854,15.0,1.83e-15,1.289988178
79.03,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
42.32,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
28.74,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
19.23,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
18.58,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
16.1,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
11.05,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
9.68,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
6.04,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
3.62,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
0.64,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
0.22,developed,79.4,85,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.9,0.848,14.9,0.978065136,1.170232034
93.66,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
39.9,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
27.79,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
21.59,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
21.59,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
17.52,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
13.71,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
8.69,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
4.69,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
4.48,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
0.42,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
0.0,developed,79.3,86,0,12.1,5316.877456,83,15,52.2,0,83,1.56,83,0.1,36693.4262,1.9,0.841,14.7,1.83e-15,1.085154311
91.31,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
40.54,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
30.12,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
20.72,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
20.36,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
18.13,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
11.99,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
11.62,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
6.01,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
5.64,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
0.62,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
0.0,developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.9,0.837,14.7,1.83e-15,0.837421954
99.84,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
43.08,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
34.74,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
26.93,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
20.04,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
19.48,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
12.48,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
10.77,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
5.14,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
3.58,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
0.43,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
0.41,developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.9,0.847,16.1,1.83e-15,0.523158406
83.89,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
42.02,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
31.6,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
23.51,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
22.99,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
20.68,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
15.43,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
10.7,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
6.83,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
3.83,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
0.22,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
0.21,developed,78.6,92,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.9,0.837,15.5,1.83e-15,0.424312066
99.51,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
46.82,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
32.93,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
23.92,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
23.3,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
21.82,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
17.02,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
11.48,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
5.76,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
5.51,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
0.87,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
0.83,developed,78.1,96,0,13.2,3557.455507,33,0,5.1,0,71,1.6,81,0.1,24517.26745,1.9,0.833,15.4,0.697837015,0.428113848
3.98,developing,73.0,14,6,1.02,176.0107106,62,0,45.9,7,81,5.1,79,0.1,3851.437869,2.9,0.708,11.6,1.83e-15,-0.689301905
2.1,developing,73.0,14,6,1.02,176.0107106,62,0,45.9,7,81,5.1,79,0.1,3851.437869,2.9,0.708,11.6,1.83e-15,-0.689301905
1.31,developing,73.0,14,6,1.02,176.0107106,62,0,45.9,7,81,5.1,79,0.1,3851.437869,2.9,0.708,11.6,1.83e-15,-0.689301905
1.23,developing,73.0,14,6,1.02,176.0107106,62,0,45.9,7,81,5.1,79,0.1,3851.437869,2.9,0.708,11.6,1.83e-15,-0.689301905
0.85,developing,73.0,14,6,1.02,176.0107106,62,0,45.9,7,81,5.1,79,0.1,3851.437869,2.9,0.708,11.6,1.83e-15,-0.689301905
0.57,developing,73.0,14,6,1.02,176.0107106,62,0,45.9,7,81,5.1,79,0.1,3851.437869,2.9,0.708,11.6,1.83e-15,-0.689301905
0.56,developing,73.0,14,6,1.02,176.0107106,62,0,45.9,7,81,5.1,79,0.1,3851.437869,2.9,0.708,11.6,1.83e-15,-0.689301905
0.39,developing,73.0,14,6,1.02,176.0107106,62,0,45.9,7,81,5.1,79,0.1,3851.437869,2.9,0.708,11.6,1.83e-15,-0.689301905
